name,ovr_score,ovr_rank,tch_score,tch_rank,res_score,res_rank,cit_score,cit_rank,ind_score,ind_rank,int_score,int_rank,std_stat,std_rank,stf_stat,stf_rank,int_stat,int_rank
Pusan National University,24.4,1143,30.7,493,32.5,370,21.6,1389,50.8,396,28.5,1327,"21,018",707,17,809,6%,921
Reichman University,24.4,1144,14.3,1732,9.6,1567,50.3,848,36.9,1747,66.2,389,"8,030",1455,18.7,668,28%,169
University Rey Juan Carlos,24.4,1145,15.4,1656,13.2,1178,47.4,895,38.3,1224,38.8,989,"43,160",155,20.3,537,7%,848
Rikkyo University,24.4,1146,16.5,1555,8.7,1690,41,1008,37.4,1476,49.2,690,"20,014",747,15.1,1032,5%,1015
Robert Gordon University,24.4,1147,17.7,1395,12.9,1202,33.9,1134,38.2,1255,79.9,220,"8,955",1390,19.1,636,25%,210
Rochester Institute of Technology,24.4,1148,20.9,1045,19.2,788,43.5,962,38.2,1254,41.5,923,"14,520",1038,15.7,959,16%,435
Rowan University,24.4,1149,30.7,494,11.3,1340,45.6,934,37.3,1515,31.3,1227,"17,912",854,14.4,1122,3%,1234
Sahand University of Technology,24.4,1150,20.2,1113,15.6,984,48.7,877,55.1,319,19.3,1712,"4,595",1669,24.5,327,0%,1691
Sakarya University,24.4,1151,21.2,1024,11.3,1345,46.2,921,54.2,336,27.3,1374,"40,331",188,25.1,304,8%,771
Universidad San Francisco de Quito,24.4,1152,16.7,1527,9.8,1545,42.8,972,37.7,1366,65.6,394,"10,338",1281,13.6,1213,5%,1024
University of Sargodha,24.4,1153,28.1,600,10.7,1426,39.2,1041,37.3,1521,43.2,863,"23,740",608,31,160,0%,1667
Semnan University of Medical Sciences and Health Services,24.4,1154,20.9,1046,9.2,1617,47.6,891,37,1669,25,1465,"3,536",1705,8.3,1682,7%,882
University of Seville,24.4,1155,20.3,1100,22.6,643,39.5,1035,40.6,888,45.4,791,"49,155",104,16.7,846,12%,594
Shahid Beheshti University of Medical Sciences,24.4,1156,38.6,271,14.8,1038,35.8,1094,50.9,393,21.7,1622,"12,850",1136,8.7,1659,3%,1272
Shahrekord University,24.4,1157,17.7,1396,12.7,1214,48.7,878,37.7,1365,19.3,1716,"7,268",1509,21.1,486,0%,1710
Shahrood University of Technology,24.4,1158,25.1,740,16.6,918,46.1,924,37.6,1396,28.1,1341,"8,221",1444,21.1,485,1%,1503
Shanghai Maritime University,24.4,1159,15.8,1613,11.2,1361,50.6,844,48.4,445,32,1191,"23,263",626,16.7,851,2%,1354
Sidi Mohamed Ben Abdellah University,24.4,1160,23.9,820,10.4,1461,40.7,1015,36.9,1752,23.4,1551,"90,045",25,53.3,16,2%,1283
Siksha ‘O’ Anusandhan,24.4,1161,28.6,579,14.8,1039,46.3,916,52.8,359,16,1787,"13,990",1068,12.4,1351,1%,1604
University of Social Welfare and Rehabilitation Sciences,24.4,1162,29.4,548,19.5,763,33.1,1145,41.4,808,33.1,1164,"1,746",1766,10.9,1498,2%,1414
Sogang University,24.4,1163,24.8,760,25.9,526,28.4,1242,51.7,378,39,981,"9,625",1340,24,345,15%,458
Sohag University,24.4,1164,14.2,1742,8.3,1751,52.2,813,37.4,1472,44.9,802,"60,248",66,26.4,262,0%,1680
University of South Africa,24.4,1165,30.4,508,25.5,539,29.3,1227,37.6,1402,42.6,882,"236,282",4,232.2,1,3%,1154
University of South Dakota,24.4,1166,35.2,338,15,1018,30.1,1212,36.9,1760,24.9,1476,"7,129",1519,14.7,1087,3%,1232
University of the South Pacific,24.4,1167,15.8,1614,16.3,938,45.3,941,43.1,664,69,355,"12,052",1176,36.6,90,1%,1447
South Valley University,24.4,1168,13.7,1760,8.4,1735,53.6,786,37,1665,46.1,770,"52,035",86,30,181,1%,1459
University of South Wales,24.4,1169,16.9,1501,11,1397,33,1148,38.5,1192,70.9,335,"15,625",970,15.4,994,21%,302
University of Split,24.4,1170,15.7,1626,13.4,1158,49.7,862,37.9,1321,37.3,1035,"19,363",771,16.3,885,2%,1358
Ştefan cel Mare University of Suceava,24.4,1171,16.9,1502,12,1288,52,816,37.5,1432,33.5,1151,"9,239",1362,24.8,315,14%,492
St Marianna University School of Medicine,24.4,1172,26.7,664,8.6,1698,39.4,1039,37.1,1610,17.6,1759,833,1795,0.9,1799,1%,1652
University of Sunderland,24.4,1173,16.9,1503,9.6,1559,35.3,1107,37.1,1611,69.6,348,"12,050",1177,15.9,940,40%,61
SWPS University of Social Sciences and Humanities,24.4,1174,15.4,1657,16.3,939,38.5,1054,37.3,1522,52,627,"14,522",1037,37.6,80,8%,762
University of Szeged,24.4,1175,23.2,863,15.5,991,33.3,1142,39.6,1024,60.8,466,"20,023",746,12.5,1344,22%,276
Tallinn University,24.4,1176,19.7,1153,18.8,808,22.4,1371,39,1122,68.9,358,"4,178",1679,9.6,1613,16%,450
Technical University of Crete,24.4,1177,14.1,1744,11.9,1298,57.4,712,41.4,806,43.4,856,"6,597",1551,31.6,154,4%,1059
Technical University of Madrid,24.4,1178,22.5,911,15.3,1006,36.5,1085,45.2,556,52.7,612,"38,976",209,15.6,969,16%,436
Technological University Dublin,24.4,1179,17.8,1378,12.3,1262,33.1,1146,37.5,1435,72.6,309,"20,686",720,18.7,662,21%,296
Teesside University,24.4,1180,19.1,1208,12.7,1212,42.5,977,37.2,1565,69.1,354,"13,135",1116,19.3,623,20%,331
University of Texas Rio Grande Valley,24.4,1181,18.1,1328,23.7,603,40.7,1012,37.1,1608,36,1068,"29,420",427,23.5,366,3%,1177
Tokyo Medical University,24.4,1182,28.2,597,11.5,1320,39.8,1031,44.5,587,19,1718,"1,370",1777,1.7,1791,1%,1651
Tokyo Metropolitan University,24.4,1183,24.5,785,14.6,1053,34.1,1128,39.9,984,30,1269,"8,829",1400,10.6,1525,6%,953
Tomsk Polytechnic University,24.4,1184,31.5,462,20.2,734,19.3,1431,68.4,207,63.8,426,"9,077",1380,9.8,1598,30%,146
Toyota Technological Institute,24.4,1185,23.5,840,17.5,863,30.4,1202,59.9,273,26,1425,489,1799,9.4,1627,2%,1423
University of Trás-os-Montes and Alto Douro,24.4,1186,17.1,1470,19.4,772,31.9,1171,36.9,1758,44.2,829,"7,123",1521,11.1,1481,8%,813
Universiti Tunku Abdul Rahman (UTAR),24.4,1187,16.1,1593,14.9,1037,49.8,859,39.7,1007,35.6,1080,"18,183",842,15.8,952,3%,1224
Ufa State Petroleum Technological University,24.4,1188,18.5,1273,8.7,1687,61.9,625,36.9,1741,24.9,1475,"13,106",1117,9.4,1621,11%,656
Urmia University,24.4,1189,24.2,803,16.4,930,38.6,1049,40.9,857,22.4,1594,"13,910",1072,27.2,244,2%,1305
"University of Veterinary and Animal Sciences, Lahore",24.4,1190,16.3,1575,13.9,1116,38.4,1060,54.8,326,45,799,"7,087",1525,19.6,602,1%,1518
"Vietnam National University, Hanoi",24.4,1191,18.7,1252,9.6,1556,45.9,929,38.9,1135,45.5,788,"48,070",108,15.3,1004,1%,1561
University of Vigo,24.4,1192,18.7,1253,16.5,927,44.5,950,40.6,886,44.6,815,"17,613",873,15.4,992,6%,929
Waseda University,24.4,1193,29.3,555,23.8,596,27.6,1258,41.1,834,47,748,"46,799",126,14.6,1089,13%,558
University of Westminster,24.4,1194,18.6,1265,18.4,827,35.9,1091,37.3,1525,82.9,184,"16,945",901,20.8,506,50%,25
Wuhan University of Technology,24.4,1195,19.4,1183,15.2,1011,48.3,886,55.7,311,23.2,1554,"55,426",79,14.9,1048,2%,1370
Xidian University,24.4,1196,22,955,20.4,726,40.8,1011,78.4,129,21.1,1647,"37,205",239,16,917,1%,1553
Yarmouk University,24.4,1197,29.4,549,11.1,1367,33.6,1141,38.2,1256,49.8,674,"36,443",252,33.2,135,10%,670
Yasouj University,24.4,1198,14.8,1703,13.6,1138,53.8,780,38.5,1189,18.5,1729,"5,713",1609,23.6,365,0%,1694
Yıldız Technical University,24.4,1199,25.7,705,26.7,508,29.3,1226,100,10,32,1190,"25,532",554,26,276,11%,621
University of Zaragoza,24.4,1200,21.1,1031,16.3,933,35,1109,40.7,874,40.3,950,"28,085",472,10.1,1564,8%,818
Zhejiang Gongshang University,24.4,1201,16.9,1504,11,1398,53.8,782,40.1,947,32.8,1171,"22,676",644,15.8,949,5%,1004
Zhejiang University of Technology,24.4,1202,18.2,1319,18.4,828,49.1,867,65.1,230,24.5,1494,"32,095",354,14.5,1106,6%,937
University of Žilina,24.4,1203,21.3,1015,18.2,837,29.7,1220,45.3,553,33,1166,"7,545",1487,13.4,1236,3%,1242
University of Zimbabwe,24.4,1204,14.8,1704,23.3,615,35.6,1100,43.1,665,50,669,"20,598",724,23.9,349,0%,1692
Université 8 Mai 1945 Guelma,18.4,1205,16.2,1585,8.6,1710,41.3,1001,37,1674,36.5,1055,"17,530",877,20.1,559,1%,1516
Abdelmalek Essaâdi University,18.4,1206,27.4,629,9.5,1569,16.2,1526,36.9,1775,28,1346,"112,677",19,88.2,4,1%,1438
Acharya Nagarjuna University,18.4,1207,42.4,196,9.7,1548,18.2,1460,42.5,726,24.1,1513,"4,872",1654,7.9,1706,7%,883
Acıbadem University,18.4,1208,22.4,919,11.4,1327,18,1468,38.7,1167,24.9,1473,"2,784",1734,6.1,1752,3%,1279
Adolfo Ibáñez University,18.4,1209,15.6,1634,17.2,882,20,1421,38.1,1287,60.4,473,"10,573",1266,25.7,286,5%,977
AGH University of Science and Technology,18.4,1210,20.6,1073,18.6,816,18.7,1446,56.8,298,25.5,1443,"20,240",739,12.7,1321,3%,1245
Aichi Medical University,18.4,1211,26.5,674,12.4,1238,31.6,1176,41.1,833,18.7,1722,"1,323",1780,2.9,1784,1%,1649
Universitas Airlangga,18.4,1212,23.4,845,10.5,1449,27.6,1259,38.4,1214,38.5,999,"26,142",532,7.7,1712,2%,1428
Akdeniz University,18.4,1213,15.5,1649,10.8,1422,27.8,1253,38.1,1284,19.7,1696,"44,434",150,32.7,141,3%,1161
University of Alicante,18.4,1214,20.3,1101,18.4,826,23.1,1350,39.3,1067,41.3,932,"22,094",666,14.4,1119,10%,698
Altai State University,18.4,1215,18.8,1235,15,1026,11.8,1629,43.2,662,55.9,558,"9,120",1375,19.6,601,24%,224
Anadolu University,18.4,1216,23.1,870,11.3,1344,32.9,1150,40.5,897,22.9,1572,"20,815",718,17,810,3%,1215
"University of the Andes, Chile",18.4,1217,17.8,1379,14.3,1085,28,1251,40.2,933,48.1,715,"9,405",1352,18.9,651,3%,1201
Andhra University,18.4,1218,38.4,276,9.9,1527,21.7,1388,40.3,920,20.4,1673,"9,048",1384,13.2,1258,6%,945
Universidad Andrés Bello (UNAB),18.4,1219,14.3,1733,9.4,1596,29.8,1218,37.8,1353,50.4,662,"46,325",128,19.5,603,4%,1085
Ankara University,18.4,1220,18.8,1236,11,1394,25.6,1293,37.7,1371,27.4,1372,"71,311",40,15.2,1017,5%,1012
University of Antioquia,18.4,1221,17.2,1459,14.9,1035,25,1308,43.3,656,37.8,1019,"38,437",219,21.5,458,0%,1705
"Arab Academy for Science, Technology and Maritime Transport",18.4,1222,23.3,853,10.4,1462,24,1329,39.8,997,45.5,787,"32,049",355,13.8,1192,12%,598
Arak University,18.4,1223,17.9,1358,12.9,1201,24.9,1312,37.2,1574,23.5,1545,"6,379",1567,21.3,470,6%,908
Ariel University,18.4,1224,15.8,1615,18.9,802,15.5,1542,40.1,954,31.4,1217,"12,418",1156,20.7,514,0%,1712
Atatürk University,18.4,1225,18.8,1237,14,1105,37.2,1073,37.3,1523,20.4,1674,"56,419",75,30.2,176,3%,1163
Austral University of Chile,18.4,1226,16.5,1556,14.4,1078,24,1328,44.4,593,51.4,639,"17,434",882,17.5,763,1%,1535
Banasthali University,18.4,1227,34.7,362,11,1387,26.3,1278,43.2,660,21.8,1616,"10,092",1296,17.1,800,5%,995
Bandung Institute of Technology (ITB),18.4,1228,22.6,906,25.8,531,15.3,1549,88.8,77,34.7,1110,"20,915",713,13.9,1188,2%,1386
Bangladesh Agricultural University (BAU),18.4,1229,17.3,1445,10.2,1489,33.7,1140,40.7,875,46.3,764,"9,918",1309,17.3,785,1%,1538
Bangladesh University of Engineering and Technology,18.4,1230,18.1,1329,13.4,1156,33,1147,37.8,1352,25.7,1436,"6,268",1579,13,1287,0%,1769
University of Benin,18.4,1231,14.7,1713,8.7,1693,28.3,1246,36.9,1761,27.1,1386,"47,468",117,25.2,302,0%,1687
Bezmiâlem Vakif University,18.4,1232,27.7,614,10.7,1427,27.2,1267,41,845,24.3,1500,"2,904",1732,9.5,1619,6%,959
BINUS University,18.4,1233,17.6,1409,14.3,1086,24.4,1317,43.8,627,27,1387,"15,331",991,14.3,1136,4%,1120
Bozok University,18.4,1234,13.8,1757,8.7,1695,30.2,1210,38.4,1212,27.7,1358,"14,642",1031,16.8,839,6%,922
University of Brasília,18.4,1235,27.3,637,15.8,970,23.5,1343,49.5,419,31.2,1229,"45,737",137,15.2,1019,1%,1565
The British University in Egypt,18.4,1236,15.1,1679,8.7,1692,41.9,990,37.1,1607,30.1,1268,"11,042",1241,16.2,900,3%,1220
Brno University of Technology,18.4,1237,18.6,1266,17.8,849,17.1,1493,42.7,712,56.2,551,"18,762",801,16.6,857,23%,243
Bu-Ali Sina University,18.4,1238,16.5,1557,15.6,988,29,1233,38.4,1213,22,1609,"10,838",1248,23.4,373,1%,1480
University of Bucharest,18.4,1239,24.3,796,16.8,906,23.1,1351,37.6,1404,29.4,1295,"31,267",377,32.7,142,2%,1296
Budapest University of Technology and Economics,18.4,1240,19.1,1209,17.5,865,18,1467,43.6,637,39.1,977,"18,728",804,17,813,12%,593
University of Cadiz,18.4,1241,17.6,1410,16.4,932,32.6,1157,38.4,1211,39.8,964,"18,672",806,16.8,836,9%,738
Canterbury Christ Church University,18.4,1242,24.7,771,12.8,1204,26.4,1275,37,1680,47.7,727,"10,740",1254,17.8,733,14%,500
University of Carthage,18.4,1243,19,1214,9.8,1541,19.1,1439,38.3,1231,44.2,828,"28,962",444,9.9,1583,1%,1628
The Catholic University of Korea,18.4,1244,25.1,741,18.9,799,24.9,1310,41.2,826,20.1,1682,"9,782",1322,7.1,1732,4%,1153
Catholic University of the North,18.4,1245,14.3,1734,17,900,27.4,1262,38.2,1258,57.1,528,"11,343",1222,20.4,534,3%,1192
Chang Gung University of Science and Technology,18.4,1246,13.6,1766,16.1,950,29.4,1224,47.8,462,19.3,1713,"6,326",1574,26.5,260,1%,1465
"University of Chemistry and Technology, Prague",18.4,1247,26.2,686,13.4,1150,15.8,1536,41.5,801,51.4,641,"4,006",1685,8,1700,22%,283
University of Chester,18.4,1248,18.8,1238,12.9,1200,18.7,1447,37.6,1406,56.5,541,"10,435",1278,18,717,15%,465
Chosun University,18.4,1249,17.8,1380,22.2,659,16.9,1501,81.3,103,29.6,1281,"21,073",705,27.3,242,3%,1169
Chungbuk National University,18.4,1250,20.3,1102,20.2,736,20.9,1403,42.9,692,26.6,1400,"17,219",890,14.2,1149,5%,1020
Chungnam National University,18.4,1251,26.7,665,24.6,570,18.7,1445,46.1,520,24.3,1499,"21,244",698,20.7,512,4%,1078
Chung Yuan Christian University,18.4,1252,17.2,1460,21.9,669,26.6,1271,48.5,443,42.9,875,"15,037",1012,31.3,155,9%,725
Cochin University of Science and Technology,18.4,1253,37.8,284,18.6,812,12.8,1609,37.4,1489,16.9,1771,"3,969",1687,16.9,831,1%,1545
University of Colorado Colorado Springs,18.4,1254,17.1,1471,12.7,1215,32.9,1149,38.4,1210,24.7,1487,"12,380",1162,21.2,477,1%,1501
University of Concepción,18.4,1255,16.4,1564,14,1107,30.1,1213,49.9,410,50.7,653,"28,112",471,17.1,797,2%,1350
Corvinus University of Budapest,18.4,1256,16,1602,12.2,1273,23,1357,37.2,1576,43.5,852,"11,225",1229,21.3,469,15%,459
Czech Technical University in Prague,18.4,1257,23.2,864,16.1,944,15.5,1543,48.4,446,58.2,510,"16,217",935,8.8,1646,20%,344
Damghan University,18.4,1258,18.1,1330,13.3,1168,25.4,1299,39.1,1097,23.4,1547,"4,980",1650,28.6,210,0%,1675
De La Salle University,18.4,1259,18.1,1331,13.4,1157,23.6,1341,36.9,1768,25.6,1441,"12,941",1130,14.9,1053,3%,1230
Del Rosario University,18.4,1260,16.8,1511,11.6,1317,25.3,1302,38.4,1215,48.4,711,"11,751",1191,13.2,1256,2%,1394
Democritus University of Thrace,18.4,1261,15.2,1669,13.8,1120,36.9,1079,37.9,1326,32.6,1174,"22,230",661,37,86,4%,1053
Dokuz Eylül University,18.4,1262,18.4,1285,13.3,1167,20.9,1404,95.8,37,21.7,1619,"56,233",77,17.6,747,3%,1211
Ege University,18.4,1263,21.8,973,13.3,1164,19,1440,46.7,501,24.1,1511,"33,062",326,18.5,678,4%,1092
Ehime University,18.4,1264,20.7,1066,15.3,1007,21.7,1387,44,614,27.1,1380,"9,204",1366,13.3,1244,2%,1393
El Bosque University,18.4,1265,20.3,1103,7.8,1780,19.7,1424,37.9,1328,44.1,830,"12,721",1141,6.6,1743,0%,1792
The University of Electro-Communications,18.4,1266,19.9,1140,21.1,705,10.5,1659,44.3,597,32.6,1173,"4,662",1663,15.4,1002,6%,930
Erciyes University,18.4,1267,20,1131,14.1,1101,23.7,1336,68.9,203,24.1,1510,"50,212",95,36.2,96,4%,1055
Escuela Superior Politécnica del Litoral,18.4,1268,16.1,1594,10.2,1491,35,1111,37,1677,54.3,588,"11,549",1204,12.8,1311,1%,1600
Universidade do Estado do Rio de Janeiro (UERJ),18.4,1269,24.9,755,12.4,1239,17.4,1480,39.9,987,24.2,1508,"22,458",654,9.1,1636,0%,1787
Far Eastern Federal University,18.4,1270,27.7,615,18.4,822,16.1,1530,43.6,639,53.9,591,"15,585",973,12.3,1361,21%,309
Universidade Federal do ABC (UFABC),18.4,1271,17.6,1411,15.4,1004,32.6,1158,38.1,1282,34.9,1100,"16,706",912,22.2,424,1%,1491
Universidade Federal da Bahia,18.4,1272,24.6,779,11.1,1369,25.6,1292,37.2,1573,24.6,1493,"45,692",138,17.4,774,0%,1732
Federal University of Espírito Santo,18.4,1273,20.4,1093,12.2,1268,22.5,1369,42.1,745,24.8,1479,"23,475",617,13.4,1231,1%,1591
Federal University of Goiás,18.4,1274,22.5,912,13,1191,19.2,1435,38.8,1153,23.7,1531,"25,511",555,13.7,1203,1%,1587
Federal University of Lavras,18.4,1275,24.7,772,17.1,885,15.7,1539,54.3,334,23.1,1557,"14,637",1032,18.4,692,1%,1528
Universidade Federal do Paraná (UFPR),18.4,1276,25.4,715,16,953,15.2,1552,39.1,1101,23.9,1521,"33,621",308,13.4,1227,0%,1765
Federal University of Rio Grande do Norte (UFRN),18.4,1277,22.2,934,10.1,1495,34,1132,38.5,1191,27.1,1384,"37,879",225,14.7,1073,0%,1757
Federal University of Santa Maria,18.4,1278,22.1,943,12.1,1275,33.9,1135,37.8,1351,21.5,1632,"27,242",496,13.7,1202,1%,1586
Federal University of São Carlos,18.4,1279,28.1,601,19,794,18.4,1454,42.8,700,26.1,1420,"20,314",734,15.4,991,1%,1560
Federal University of Uberlândia,18.4,1280,23,880,11.1,1372,34.6,1116,39.4,1049,21.4,1636,"25,748",545,13.6,1210,1%,1589
Federal University of Viçosa,18.4,1281,28.3,594,16.7,910,15.2,1551,43.7,634,21.7,1623,"16,436",924,13.3,1242,2%,1392
Federico Santa María Technical University,18.4,1282,14,1749,12,1294,27.3,1265,39.4,1051,54.8,580,"22,405",656,30,184,3%,1165
University of Fort Hare,18.4,1283,22.5,913,12.4,1241,22.5,1368,37,1687,43.9,835,"13,626",1090,38.4,70,2%,1288
University of La Frontera,18.4,1284,16,1603,12.9,1203,28.8,1239,37.1,1616,49.7,676,"11,053",1240,22,435,1%,1493
Fujian Normal University,18.4,1285,17.3,1446,10.5,1454,43.9,956,39.3,1064,23.5,1542,"31,697",364,14.2,1145,2%,1380
Université de Gabès,18.4,1286,18.1,1332,9.3,1606,25.7,1289,36.9,1765,42.1,901,"13,152",1115,12.8,1310,1%,1599
Universitas Gadjah Mada,18.4,1287,25.6,710,17.3,875,11.3,1640,71.7,184,36.2,1060,"38,089",224,8.1,1689,4%,1151
Gazi University,18.4,1288,27.5,624,16.2,941,23,1353,92.7,56,18.9,1719,"41,358",175,20.6,519,3%,1191
University of Gdańsk,18.4,1289,18.4,1286,15.5,993,19.1,1438,38,1302,34.7,1113,"19,970",749,23.9,350,2%,1312
Gdańsk University of Technology,18.4,1290,17.7,1397,15.1,1017,33.3,1143,45,566,29.9,1273,"14,816",1025,19.9,575,5%,986
Gebze Technical University,18.4,1291,20.5,1082,14.4,1073,22.1,1379,44.1,610,25.5,1444,"8,403",1434,22.7,399,2%,1317
Georgia Southern University,18.4,1292,21.9,964,11.4,1328,33.9,1136,39.4,1050,28,1345,"22,885",638,18.8,654,3%,1202
German University in Cairo,18.4,1293,15,1687,8.8,1678,38.4,1061,36.9,1753,43,874,"11,937",1184,14.9,1054,1%,1571
Gifu University,18.4,1294,25.7,706,13,1188,17.2,1490,42.1,746,26.1,1421,"7,216",1513,7.5,1723,5%,1047
Government College University Lahore,18.4,1295,17.5,1422,11.5,1322,21,1402,37.3,1539,43.7,844,"11,276",1226,19.4,615,0%,1718
Grand Valley State University,18.4,1296,26.7,666,9,1639,19.2,1436,37,1689,30.6,1249,"20,972",710,15.3,1009,1%,1564
Gunma University,18.4,1297,24.2,804,13,1189,17.1,1495,40.7,877,23.5,1541,"6,300",1576,7.7,1714,5%,1045
Gyeongsang National University,18.4,1298,20.8,1052,17,894,21.2,1398,40.9,860,26.4,1406,"12,996",1126,12.3,1362,3%,1250
Hallym University,18.4,1299,19.8,1143,18.7,811,18.4,1455,45.1,560,21.4,1633,"7,947",1460,9.4,1624,4%,1144
Harbin Engineering University,18.4,1300,24.6,780,23.2,617,18.6,1449,79.3,122,21.7,1620,"29,861",417,18.7,660,3%,1203
Hasanuddin University,18.4,1301,18.4,1287,10.9,1406,25.5,1297,44.5,588,26.4,1404,"33,601",309,14.6,1091,1%,1573
The Hashemite University,18.4,1302,14.3,1735,13.5,1147,23.7,1337,42.8,699,54.5,584,"16,647",917,27.9,224,7%,830
Université Hassan II de Casablanca,18.4,1303,19.4,1184,8.6,1701,30.3,1208,38.6,1177,24.6,1490,"124,623",18,36,99,2%,1291
Université Polytechnique Hauts-de-France,18.4,1304,15.4,1658,8.1,1768,32.6,1159,37.7,1367,76.2,263,"13,633",1088,21.2,476,13%,540
Helwan University,18.4,1305,15.5,1650,8.3,1749,31.1,1186,37.3,1530,39.7,967,"127,379",17,19.3,618,2%,1338
Hosei University,18.4,1306,16.7,1528,10,1520,27.8,1255,38.3,1227,31.8,1201,"30,300",400,39.2,66,4%,1052
University of Hradec Králové,18.4,1307,17,1488,13.6,1137,30,1214,39.3,1066,57.6,518,"6,390",1564,12.3,1368,3%,1251
Hungarian University of Agriculture and Life Sciences,18.4,1308,21.1,1032,13.3,1165,21,1401,37.7,1372,56.2,552,"10,474",1273,10.5,1533,14%,522
University of Ilorin,18.4,1309,19.8,1144,10.7,1430,35.8,1097,36.9,1754,33.5,1153,"40,901",182,34.8,112,1%,1449
Immanuel Kant Baltic Federal University,18.4,1310,30.7,495,15,1019,12.6,1611,48.3,451,53.3,599,"7,041",1531,16.2,902,15%,468
Incheon National University,18.4,1311,17.9,1359,14.6,1062,25.2,1305,38.6,1178,29.8,1278,"13,210",1106,17.3,784,3%,1214
Indian Institute of Science Education and Research Bhopal,18.4,1312,27.8,612,15.8,969,19.2,1432,36.9,1772,20.2,1680,"1,724",1768,14.1,1170,0%,1762
International Hellenic University,18.4,1313,11.7,1798,10.8,1425,34.4,1122,37.3,1526,31.2,1230,"45,009",143,49,24,1%,1441
IPB University,18.4,1314,26.1,691,9.7,1549,17.6,1476,53.1,353,40.4,946,"23,580",612,6.7,1739,3%,1278
Irkutsk National Research Technical University,18.4,1315,17.7,1398,9.6,1557,34.5,1120,43,679,26.2,1412,"9,710",1331,10.8,1504,10%,713
University of Isfahan,18.4,1316,30.6,499,17.2,878,21.9,1383,38.5,1195,27.9,1348,"16,756",911,24.7,319,4%,1067
Istanbul Medipol University,18.4,1317,14.1,1745,9.5,1580,28.2,1249,38,1297,34.8,1108,"24,332",593,20.4,531,11%,624
Ivan Franko National University of Lviv,18.4,1318,20.6,1074,9.5,1573,4.2,1773,37.6,1411,30.9,1238,"18,357",832,10,1572,1%,1627
Jawaharlal Nehru Technological University Anantapur (JNTUA),18.4,1319,26,694,12.3,1253,34.1,1129,37.3,1527,16,1789,"5,683",1613,16.1,913,0%,1743
Jeju National University,18.4,1320,19.3,1190,15.6,985,22.4,1372,40,969,23,1564,"11,741",1192,17.6,755,4%,1097
Jianghan University,18.4,1321,15.2,1670,11.5,1325,40.4,1021,44.4,590,20.5,1669,"19,522",765,15.5,980,2%,1362
Kagawa University,18.4,1322,20.3,1104,12.2,1269,20.8,1406,42.3,732,28.9,1304,"6,369",1568,9.9,1590,2%,1420
Kanazawa Medical University,18.4,1323,25.7,707,8.9,1656,18.8,1444,37.9,1329,19.5,1707,"1,090",1790,2.2,1786,2%,1434
